UserInfoID,FirstName,LastName,Email,PhoneNumber,BirthDate,UserAddress,CityID,isDeleted
22,Giacomo,Casagrande,orlandodelfino@example.org,0861617322,1972-08-09,"Strada Alessia, 0 Piano 7",14,0
23,Ciro,Emo,nminiati@example.org,+39 339070244,1965-01-01,"Strada Rocco, 29",28,0
24,Cipriano,Rinaldi,krismondo@example.net,+39 0424118298,1977-03-18,"Via Roman, 8",17,0
25,Priscilla,Zeffirelli,francopedrazzini@example.com,+39 04444927562,1972-11-18,"Rotonda Gilberto, 6",24,0
26,Tiziano,Nadi,ydona@example.com,0365858832,1991-10-24,"Strada Traetta, 29",14,0
27,Ilaria,Renier,arnulfomercati@example.net,+39 35018574572,1984-03-11,"Rotonda Emma, 20 Appartamento 2",5,0
28,Sonia,Ficino,mirkobenussi@example.net,+39 0125245207,1999-08-25,"Viale Gadda, 688 Appartamento 75",32,0
29,Donna,Peruzzi,jcerutti@example.com,+39 0332749095,1961-02-10,"Strada Cristina, 1",16,0
30,Sandra,Paolucci,ngremese@example.org,07354930914,1996-06-30,"Stretto Antonino, 91 Appartamento 9",10,0
31,Lidia,Cappelli,renzo80@example.com,335263480,1976-03-12,"Piazza Berengario, 94",8,0
32,Sabatino,Natta,giosuevezzali@example.org,+39 3378927044,1991-04-06,"Stretto Valentina, 46 Piano 7",14,0
33,Giovanna,Salandra,osoderini@example.net,+39 3517598404,1961-04-03,"Via Camicione, 834",42,0
34,Leopoldo,Borsiere,biancamodiano@example.org,0824110624,1978-12-01,"Incrocio Eleanora, 0",9,0
35,Adamo,Malenchini,nanni34@example.com,+39 082471703,2001-02-16,"Stretto Volterra, 89",10,0
36,Simonetta,Savorgnan,antonellasagese@example.com,073708377,1991-06-22,"Incrocio Micca, 17",6,0
37,Enzo,Mattarella,fgelli@example.org,37145502249,1970-12-01,"Vicolo Brambilla, 32 Piano 5",36,0
38,Luca,Mannoia,tirabassiennio@example.org,35122640129,2005-09-06,"Rotonda Bartolomeo, 78 Appartamento 50",32,0
39,Orazio,Bonolis,wspallanzani@example.com,03734963512,1998-09-21,"Contrada Bernardo, 717",4,0
40,Benvenuto,Galiazzo,sebastianozarlino@example.org,+39 37108210462,1988-09-25,"Borgo Tiepolo, 28",30,0
41,Giacinto,Barese,duseelvira@example.org,+39 0858559394,1968-11-06,"Viale Baccio, 60",43,0
42,Arnaldo,Filzi,wargentero@example.net,+39 0588329216,1972-03-18,"Borgo Giada, 7",5,0
43,Paolo,Chindamo,ilaria55@example.org,3824354324,1993-12-18,"Borgo Nadia, 456 Piano 3",43,0
44,Raffaella,Pederiva,vtravia@example.com,+39 073633839,1998-04-21,"Contrada Gabrieli, 63",6,0
45,Francesco,Ferraris,gustavoungaretti@example.net,+39 3663673338,1981-08-21,"Borgo Daniele, 6",32,0
46,Roberto,Orsini,pasqual73@example.net,+39 085715107,1988-06-01,"Incrocio Randazzo, 57",27,0
47,Napoleone,Pagnotto,kpavanello@example.org,+39 3703929172,1973-05-22,"Rotonda Flora, 8 Piano 1",45,0
48,Gloria,Visintini,trezziniannalisa@example.net,0583372052,1984-12-18,"Strada Puccio, 7 Appartamento 42",30,0
49,Guarino,Curiel,gentileschigastone@example.org,+39 0321975368,1994-03-17,"Rotonda Marrone, 1 Appartamento 9",13,0
50,Marcella,Guidotti,cesareruffini@example.net,3311550801,1993-10-24,"Canale Vincentio, 5 Appartamento 28",43,0
51,Rocco,Montecchi,edoardogalilei@example.net,+39 39217940503,1962-03-08,"Rotonda Dante, 57",22,0
52,Raffaellino,Peano,gineseletizia@example.org,+39 0974077862,1985-07-24,"Contrada Doglioni, 14 Appartamento 52",40,0
53,Fabrizio,Abate,alessiamorrocco@example.org,+39 096205386,1997-04-14,"Incrocio Salgari, 367 Appartamento 54",12,0
54,Graziella,Morpurgo,ughigiancarlo@example.org,05351498060,1973-10-12,"Canale Finetti, 483 Piano 4",4,0
55,Valentina,Majorana,ivo53@example.com,019497854,1994-03-23,"Strada Cappelli, 3",45,0
56,Lamberto,Zanazzo,flaviosforza@example.net,03651306069,1972-01-04,"Rotonda Antonella, 893 Appartamento 51",5,0
57,Gioacchino,Tosi,morena06@example.org,07733594843,1979-10-17,"Borgo Pratesi, 15",5,0
58,Bianca,Almagià,rossellililiana@example.com,0736967733,1964-01-02,"Canale Pizzo, 9",20,0
59,Virginia,Fo,mughi@example.org,+39 099848182,1970-06-08,"Incrocio Respighi, 841 Piano 3",18,0
60,Ennio,Tuzzolino,benitobattisti@example.net,+39 3755599703,1981-06-14,"Strada Canova, 13",4,0
61,Guido,Calvo,kmartinelli@example.com,01029472315,1996-05-21,"Rotonda Majorana, 441",30,0
62,Uberto,Piazzi,cassandra01@example.net,362701314,1972-03-22,"Vicolo Bertoli, 0 Piano 2",7,0
63,Ugo,Aporti,pfinzi@example.com,3500450073,1991-07-28,"Contrada Cilibrasi, 8 Piano 6",41,0
64,Rosa,Argenti,vittoriacendron@example.net,09612010814,1974-12-11,"Stretto Ottavio, 1 Piano 7",2,0
65,Alfio,Tamborini,dpetruzzi@example.org,+39 34727152216,2007-05-27,"Canale Ceschi, 89 Piano 4",19,0
66,Federigo,Ammaniti,ubaldo00@example.net,093325465,1973-03-26,"Stretto Gianni, 0 Appartamento 3",17,0
67,Concetta,Pascarella,adelasia99@example.com,+39 0573361151,1991-12-01,"Vicolo Antonello, 369",17,0
68,Annamaria,Scarfoglio,gemitoornella@example.org,+39 3242004906,1973-11-14,"Viale Cadorna, 85 Appartamento 9",13,0
69,Rossana,Squarcione,letizia81@example.net,+39 054410444,1975-07-06,"Stretto Diana, 53",29,0
70,Lilla,Righi,pierluigi74@example.net,+39 05850972392,1964-10-24,"Contrada Alfieri, 3 Piano 5",21,0
71,Fabia,Gotti,lazzarogoldoni@example.net,+39 01235351174,1966-05-14,"Strada Ubaldi, 43 Piano 0",3,0
72,Jacopo,Schiaparelli,ungarettimariana@example.org,051423236,1996-07-05,"Strada Ricciardi, 23 Piano 7",15,0
73,Piero,Armani,baldassare92@example.com,+39 0125022355,1996-08-02,"Strada Vecellio, 6 Appartamento 54",35,0
74,Isabella,Gramsci,jgoldstein@example.net,+39 08242033592,1964-03-30,"Piazza Parisi, 13",8,0
75,Giosuè,Tasca,livia81@example.org,32860534344,1968-08-04,"Strada Virgilio, 44 Piano 5",21,0
76,Fortunata,Ricci,ceciliapiccinni@example.net,33555335460,1998-02-20,"Strada Graziano, 854 Piano 6",43,0
77,Ignazio,Biagiotti,gaglianobruno@example.org,+39 01847486228,1967-12-23,"Via Liberto, 74 Piano 9",7,0
78,Venancio,Pavarotti,durantepatrizia@example.com,+39 05751805038,1992-09-20,"Contrada Odescalchi, 432",5,0
79,Elvira,Filippini,mercedesbalbi@example.org,+39 030810437,1978-06-11,"Via Sole, 8 Piano 4",10,0
80,Mirco,Ruffini,ibonanno@example.org,35019307406,1985-09-28,"Incrocio Roberta, 5",21,0
81,Ida,Ginese,jovinelliaugusto@example.com,+39 034385447,1998-06-04,"Via Elena, 0",10,0
82,Geronimo,Chinnici,tturci@example.net,0731174721,1963-08-08,"Rotonda Cantimori, 3 Piano 5",10,0
83,Lamberto,Maggioli,pierangelo50@example.org,0107231298,1989-05-26,"Incrocio Leonardo, 63 Piano 8",25,0
84,Amanda,Barbarigo,canevasciniachille@example.net,+39 0324628674,1993-08-05,"Rotonda Ernesto, 10 Piano 7",44,0
85,Benito,Cagnotto,laurettapanatta@example.org,+39 0165416933,1971-05-11,"Contrada Bruno, 0",6,0
86,Ranieri,Folliero,serena20@example.org,35165647440,1968-02-26,"Strada Fulvio, 637 Appartamento 53",5,0
87,Gioachino,Piccinni,cipriano20@example.org,+39 0412694591,1987-10-10,"Via Toso, 14 Appartamento 1",41,0
88,Giampiero,Oliboni,ricolfisylvia@example.com,0123813399,1991-03-07,"Viale Franco, 331",34,0
89,Nina,Bertolucci,notarbartololiana@example.net,+39 0324823051,1984-11-10,"Strada Evangelista, 8 Piano 9",28,0
90,Salvatore,Vespucci,ncapuana@example.net,03642620631,1970-01-08,"Piazza Camillo, 2 Appartamento 4",26,0
91,Tiziano,Saragat,qcociarelli@example.net,096501457,1968-01-09,"Borgo Guidotti, 0 Appartamento 8",28,0
92,Patrizia,Saraceno,paoliniennio@example.org,+39 0588892671,1996-02-11,"Piazza Crespi, 76",8,0
93,Maura,Doria,pasolinietta@example.org,3462481691,1999-04-30,"Contrada Giannotti, 17 Appartamento 53",28,0
94,Giustino,Raimondi,marinafaugno@example.net,+39 0899182335,1981-04-24,"Stretto Alessandro, 257 Piano 0",24,0
95,Lolita,Zanzi,hcuratoli@example.org,0434353998,1968-12-17,"Rotonda Pier, 4",2,0
96,Angelina,Franceschi,flaviaroncalli@example.net,0586372954,2001-01-16,"Incrocio Bianca, 69 Piano 4",1,0
97,Nina,Antonini,ggarobbio@example.com,+39 350578342,1986-04-17,"Contrada Alfredo, 9 Piano 1",23,0
98,Gaetano,Trussardi,zarlinoberenice@example.org,077145746,2000-06-25,"Vicolo Lucciano, 424 Piano 5",26,0
99,Luciana,Ioppi,eliana75@example.net,34089035268,1970-12-26,"Rotonda Fantozzi, 8 Piano 6",25,0
100,Pietro,Caccianemico,duranteansaldo@example.net,33907640349,1985-05-30,"Incrocio Maria, 754",21,0
101,Lamberto,Cignaroli,zmanzoni@example.com,397606370,1972-12-31,"Piazza Adelasia, 88 Appartamento 51",14,0
102,Piersanti,Palombi,hbarillaro@example.org,33093095033,1996-10-30,"Stretto Matteo, 8 Appartamento 96",40,0
103,Tiziana,Serao,lucchesigioele@example.net,+39 3773915444,1972-07-28,"Borgo Flavio, 961",26,0
104,Biagio,Giannotti,bragagliamichelangelo@example.net,3735496774,1964-02-13,"Contrada Taliani, 991",34,0
105,Gianpietro,Tron,cilibrasiaugusto@example.org,+39 0345724435,1971-01-25,"Canale Salvemini, 48 Appartamento 65",23,0
106,Cirillo,Niscoromni,turrinirossana@example.com,093308554,1963-02-22,"Canale Columbo, 584 Piano 3",18,0
107,Paride,Bossi,liviaseddio@example.org,+39 3802542689,1972-09-08,"Viale Flavia, 26 Appartamento 44",14,0
108,Arturo,Abate,babatobettina@example.net,070327619,1977-12-05,"Via Capecchi, 70",30,0
109,Donna,Cabibbo,elisaraurica@example.org,3418334492,1960-11-06,"Vicolo Amleto, 229",5,0
110,Achille,Raurica,gionatamajewski@example.net,0962492478,1964-08-23,"Vicolo Claudio, 322",10,0
111,Pompeo,Boccherini,oajello@example.net,0322506155,1971-01-07,"Viale Natalia, 8",2,0
112,Annibale,Alfonsi,danilobruno@example.net,+39 0999775620,1989-07-09,"Via Zeffirelli, 83",25,0
113,Alina,Guarato,cundariivo@example.net,+39 3681814350,1992-02-26,"Contrada Alberto, 21",30,0
114,Rosa,Avogadro,abbaruggiero@example.org,0735894132,1961-06-21,"Viale Nedda, 38 Appartamento 63",31,0
115,Ermes,Tomaselli,zpozzecco@example.net,096137699,1969-01-23,"Incrocio Rembrandt, 0 Appartamento 2",7,0
116,Gustavo,Samele,amedeobajardi@example.com,+39 09429009919,1963-01-20,"Via Dolores, 673",45,0
117,Vito,Vespa,boccaernesto@example.org,+39 01243985621,2005-12-30,"Stretto Diana, 13",2,0
118,Rembrandt,Salgari,adelasiaramazzotti@example.net,+39 0587618321,1961-12-26,"Piazza Rossi, 95",30,0
119,Niccolò,Zoppetto,anitagiannelli@example.net,+39 0187789531,1993-05-20,"Strada Marcella, 322",34,0
120,Serafina,Govoni,ivannapolitano@example.org,+39 3772161040,1969-09-09,"Contrada Sollima, 18 Piano 3",23,0
121,Salvatore,Berrè,carullosalvatore@example.com,037387571,1993-12-28,"Canale Saragat, 0 Piano 3",34,0
122,Augusto,Petruzzi,ottinoveronica@example.org,378020748,1995-10-29,"Stretto Raffaella, 60",26,0
123,Mercedes,Ferragni,serenageraci@example.com,+39 3516105788,1964-04-07,"Canale Boito, 442",16,0
124,Eraldo,Bragadin,eleanorafaranda@example.com,+39 057424756,1999-02-16,"Borgo Zampa, 0 Appartamento 5",17,0
125,Costantino,Rusticucci,adamomocenigo@example.com,3757777681,1960-07-21,"Rotonda Amico, 81",11,0
126,Leone,Montessori,troisipierangelo@example.net,373397752,1981-09-16,"Piazza Oreste, 935",22,0
127,Rosalia,Murri,giada20@example.org,045060334,1970-01-08,"Contrada Sante, 192",15,0
128,Angelo,Ughi,eugenia44@example.org,3738221545,2005-08-22,"Viale Gabba, 967",27,0
129,Giuliana,Trapanese,grecoeleanora@example.com,054445148,1993-05-09,"Vicolo Alfio, 226",37,0
130,Amalia,Tosto,banichini@example.org,37796350424,1972-12-26,"Stretto Iannelli, 46 Appartamento 26",18,0
131,Gianluigi,Pelli,carosonestefania@example.org,+39 076580754,1964-11-15,"Canale Ughi, 653",21,0
132,Virgilio,Tonisto,diana09@example.net,095023499,2002-03-03,"Contrada Graziano, 20",23,0
133,Hugo,Buscetta,marioferrazzi@example.com,+39 371512332,1961-12-07,"Stretto Nitto, 20",13,0
134,Alberto,Accardo,angelofilippini@example.net,+39 0709419434,2001-09-13,"Contrada Carriera, 680 Piano 2",17,0
135,Achille,Tamburini,wlucarelli@example.net,331154155,2002-08-26,"Strada Belletini, 4",24,0
136,Napoleone,Ligorio,fabbagnale@example.net,0559878197,1980-03-06,"Rotonda Nibali, 56",22,0
137,Raffaella,Biagiotti,tcassara@example.com,+39 03827164483,1980-08-20,"Strada Almagià, 432 Piano 2",31,0
138,Berenice,Santorio,obriccialdi@example.com,073690225,1966-11-11,"Borgo Emilio, 110",20,0
139,Calogero,Tron,renata45@example.com,+39 088239864,1960-01-15,"Viale Paulina, 51 Appartamento 8",4,0
140,Filippa,Maffei,dino07@example.org,3500708604,1962-01-12,"Stretto Piane, 511",41,0
141,Loredana,Corradi,proiettimilena@example.org,0166020282,1976-04-23,"Rotonda Vendetti, 81",33,0
142,Morena,Bongiorno,gianfranco43@example.com,056616359,1964-03-12,"Rotonda Franceschi, 4",25,0
143,Vincenzo,Salgari,sforzaserafina@example.net,+39 346540450,1971-05-10,"Strada Agostino, 0",7,0
144,Benvenuto,Fattori,adrianatoso@example.org,056530438,1984-10-01,"Incrocio Mauro, 38",2,0
145,Rita,Fracci,pietrodoglioni@example.org,+39 0341950669,2007-04-13,"Strada Rosario, 63",39,0
146,Biagio,Smirnoff,fernanda53@example.com,0975802884,1991-04-01,"Piazza Mirko, 48",14,0
147,Alessandro,Tosto,ludovicocimini@example.org,+39 0432967245,1999-04-08,"Via Ruggero, 19",25,0
148,Ippazio,Trentini,evaangeli@example.com,+39 3515783548,1971-07-13,"Vicolo Victoria, 41",28,0
149,Ruggero,Alboni,montessoriamleto@example.net,030581898,1977-04-05,"Incrocio Bramante, 2 Appartamento 57",25,0
150,Eugenia,Rensi,iolanda43@example.org,+39 371414113,1963-11-18,"Viale Mazzeo, 78",7,0
151,Fabia,Raurica,priscilla55@example.org,+39 0574805295,2002-10-05,"Incrocio Burcardo, 28 Piano 7",42,0
152,Olga,Casalodi,mercallirodolfo@example.com,0934731440,1985-08-28,"Stretto Sauli, 80 Piano 8",45,0
153,Annamaria,Acerbi,cterragni@example.net,+39 3291302328,1998-07-26,"Piazza Vigorelli, 222",24,0
154,Fabia,Fuseli,dina29@example.net,+39 054341063,1983-09-10,"Viale Gastone, 15",1,0
155,Eliana,Vasari,romeobergoglio@example.com,3443682826,1970-10-31,"Incrocio Ivan, 20",37,0
156,Priscilla,Olivetti,raffaellinosordi@example.net,+39 38971935238,1997-12-23,"Piazza Adelasia, 6 Appartamento 6",39,0
157,Stefania,Chittolini,annalisamezzetta@example.net,0932050805,2000-03-16,"Vicolo Galasso, 560",28,0
158,Osvaldo,Bettoni,giorgettidanilo@example.com,3519692414,1975-04-29,"Incrocio Brenna, 680 Piano 4",41,0
159,Gioachino,Duse,bacciobellocchio@example.org,+39 01251747426,1977-06-09,"Rotonda Liliana, 7 Appartamento 42",16,0
160,Piergiorgio,Pietrangeli,vbandello@example.net,+39 360196986,1992-09-16,"Piazza Baroffio, 22",13,0
161,Pasqual,Ubaldi,faustomontesano@example.com,+39 093334725,1996-02-12,"Incrocio Alberico, 26",1,0
162,Victoria,Cristoforetti,ymazzi@example.org,39732963031,1980-11-08,"Via Mercedes, 90",17,0
163,Biagio,Zaguri,sdulbecco@example.net,390597268,1995-11-30,"Canale Ronaldo, 386 Piano 5",7,0
164,Goffredo,Goldoni,annunziata33@example.org,072128961,2004-10-02,"Viale Turati, 57 Piano 5",8,0
165,Gian,Pucci,nadia05@example.com,+39 05229139916,1961-10-22,"Stretto Majorana, 638",7,0
166,Pasqual,Merisi,martino50@example.org,+39 017181600,1999-10-16,"Canale Lucio, 615 Piano 5",1,0
167,Lucrezia,Boitani,mercatirosa@example.net,07710478201,2004-01-14,"Vicolo Gottardi, 717",37,0
168,Fiorino,Conte,leoneletta@example.org,01664464177,1964-10-12,"Contrada Caterina, 12 Piano 7",41,0
169,Romolo,Marzorati,maggiolidina@example.net,328139759,1995-05-31,"Stretto Gelli, 562",41,0
170,Rossana,Ginesio,damiano77@example.com,093482210,1988-10-20,"Stretto Tarantini, 28",3,0
171,Giampiero,Contarini,lolitagarzoni@example.net,+39 3622704452,1963-05-14,"Via Giuseppe, 80",16,0
172,Anita,Filzi,sandimonica@example.net,+39 349386546,1969-01-18,"Strada Pulci, 62 Piano 5",10,0
173,Puccio,Schicchi,ulonghena@example.com,+39 0758980509,1971-10-08,"Viale Leoncavallo, 545 Piano 0",8,0
174,Eugenia,Calbo,niccolobroschi@example.net,0212053963,1970-03-18,"Piazza Pomponio, 16",17,0
175,Alfio,Moccia,cpalladio@example.org,0732936137,1961-05-12,"Borgo Umberto, 22",13,0
176,Paulina,Sokolov,ansaldogarrone@example.net,+39 3778069171,1969-11-29,"Incrocio Valeria, 28 Piano 0",20,0
177,Delfino,Bocca,napoleone75@example.org,0883556832,1990-06-14,"Incrocio Bazzi, 55 Piano 3",36,0
178,Damiano,Federico,trottagiuliana@example.net,08151653959,2006-02-19,"Viale Favata, 6 Appartamento 66",14,0
179,Ramona,Maglio,lilla90@example.net,3492904440,1984-09-04,"Canale Salvo, 56 Appartamento 7",10,0
180,Gian,Balbi,adrianocontarini@example.net,37763949300,1986-03-09,"Stretto Etta, 73",7,0
181,Vincentio,Santoro,francesca22@example.com,+39 34091782494,1966-03-28,"Via Toscani, 96",45,0
182,Raimondo,Bresciani,fredo19@example.net,0721990071,1994-05-06,"Stretto Badoglio, 71",22,0
183,Mattia,Modigliani,nicola81@example.org,3513734966,1990-03-17,"Strada Donati, 760 Piano 8",40,0
184,Allegra,Fermi,pacesilvio@example.com,+39 39310436921,1996-01-07,"Borgo Franscini, 30 Piano 7",36,0
185,Michele,Gramsci,giorgiagalilei@example.org,0583293492,2007-04-25,"Strada Gianfranco, 298",9,0
186,Durante,Capecchi,gottardirosario@example.org,+39 0152426779,1992-01-02,"Strada Tiziana, 29 Appartamento 87",36,0
187,Pasqual,Bottigliero,nicostrangio@example.org,+39 0109986910,1963-04-20,"Stretto Micheletto, 18 Piano 6",5,0
188,Corrado,Peranda,ninettabova@example.org,+39 08826060887,1998-10-11,"Canale Azeglio, 31 Piano 2",22,0
189,Serafina,Sonnino,gcolletti@example.net,08613018216,1961-10-12,"Viale Bonino, 69",14,0
190,Natalia,Montalcini,angelicagravina@example.org,+39 0921512964,2004-07-03,"Via Antonello, 333",42,0
191,Cristina,Littizzetto,guido02@example.org,3793837013,1989-04-16,"Viale Costanzo, 462",20,0
192,Aurora,Leonetti,gianpietroroero@example.com,0471674753,1961-10-08,"Vicolo Sandro, 61",14,0
193,Isa,Bembo,martaspinelli@example.org,0421439453,1995-02-25,"Viale Paolo, 5 Piano 2",29,0
194,Gloria,Balbo,leonardo20@example.com,0852884746,1996-03-21,"Stretto Binaghi, 37 Piano 4",31,0
195,Luigi,Baggio,joliboni@example.com,3773647885,1962-11-15,"Stretto Pozzecco, 2 Appartamento 4",6,0
196,Lina,Bellini,infantinolucia@example.com,+39 03224054592,1974-07-06,"Contrada Zetticci, 4 Appartamento 9",18,0
197,Nanni,Cesarotti,paolo63@example.org,07176935645,1963-12-02,"Vicolo Mortati, 335",3,0
198,Gaetano,Vitturi,tosellinicolo@example.org,+39 0571109924,1992-09-14,"Vicolo Beccaria, 86 Piano 4",14,0
199,Pomponio,Nonis,casaringelsomina@example.net,+39 0984868423,1996-05-26,"Borgo Flaiano, 361 Piano 0",1,0
200,Giuseppe,Turci,dfoletti@example.net,+39 0884406056,1994-02-09,"Vicolo Serao, 132",21,0
